round,draw_date,draw_datetime_used,draw_location_name,station_id,station_name,temp_at_draw,humidity_at_draw,wind_at_draw,pressure_at_draw,snow_at_draw,precip_1h,precip_6h,precip_24h,daily_tavg,daily_tmin,daily_tmax,daily_precip_mm,is_raining,is_snowing,temp_bin,humidity_bin
311,2008-11-15,2008-11-15 20:35:00,MBC Studio,108,Seoul ASOS,10.3,92.0,1.0,1006.1,-9.0,0.0,0.0,0.0,,,,,False,False,mild,very_humid
312,2008-11-22,2008-11-22 20:35:00,MBC Studio,108,Seoul ASOS,7.0,75.0,0.7,1014.5,-9.0,0.0,0.0,0.0,,,,,False,False,cold,humid
313,2008-11-29,2008-11-29 20:35:00,MBC Studio,108,Seoul ASOS,1.4,52.0,4.3,1013.1,-9.0,0.0,0.0,0.0,,,,,False,False,cold,moderate
314,2008-12-06,2008-12-06 20:35:00,MBC Studio,108,Seoul ASOS,-6.9,43.0,1.3,1021.1,-9.0,0.0,0.0,0.0,,,,,False,False,freezing,moderate
315,2008-12-13,2008-12-13 20:35:00,MBC Studio,108,Seoul ASOS,-1.5,55.0,3.4,1014.1,-9.0,0.0,0.0,0.0,,,,,False,False,freezing,moderate
316,2008-12-20,2008-12-20 20:35:00,MBC Studio,108,Seoul ASOS,-0.7,45.0,2.3,1014.4,-9.0,0.0,0.0,0.0,,,,,False,False,freezing,moderate
317,2008-12-27,2008-12-27 20:35:00,MBC Studio,108,Seoul ASOS,-0.8,50.0,0.8,1015.9,-9.0,0.0,0.0,0.0,,,,,False,False,freezing,moderate
318,2009-01-03,2009-01-03 20:35:00,MBC Studio,108,Seoul ASOS,0.0,49.0,2.3,1017.7,-9.0,0.0,0.0,0.0,,,,,False,False,cold,moderate
319,2009-01-10,2009-01-10 20:35:00,MBC Studio,108,Seoul ASOS,-7.0,41.0,3.9,1012.3,-9.0,0.0,0.0,0.0,,,,,False,False,freezing,moderate
320,2009-01-17,2009-01-17 20:35:00,MBC Studio,108,Seoul ASOS,0.0,76.0,2.2,1014.2,-9.0,0.0,0.0,0.0,,,,,False,False,cold,humid
321,2009-01-24,2009-01-24 20:35:00,MBC Studio,108,Seoul ASOS,-7.3,75.0,1.4,1007.8,-9.0,0.0,0.0,0.0,,,,,False,False,freezing,humid
322,2009-01-31,2009-01-31 20:35:00,MBC Studio,108,Seoul ASOS,5.3,51.0,2.3,1016.0,-9.0,0.0,0.0,0.0,,,,,False,False,cold,moderate
323,2009-02-07,2009-02-07 20:35:00,MBC Studio,108,Seoul ASOS,2.8,87.0,3.2,1013.1,-9.0,0.0,0.0,0.0,,,,,False,False,cold,very_humid
324,2009-02-14,2009-02-14 20:35:00,MBC Studio,108,Seoul ASOS,2.8,74.0,1.8,1004.4,-9.0,0.0,0.0,0.0,,,,,False,False,cold,humid
325,2009-02-21,2009-02-21 20:35:00,MBC Studio,108,Seoul ASOS,0.6,56.0,1.2,1007.5,-9.0,0.0,0.0,0.0,,,,,False,False,cold,moderate
326,2009-02-28,2009-02-28 20:35:00,MBC Studio,108,Seoul ASOS,5.6,41.0,2.4,1014.8,-9.0,0.0,0.0,0.0,,,,,False,False,cold,moderate
327,2009-03-07,2009-03-07 20:35:00,MBC Studio,108,Seoul ASOS,3.1,60.0,3.1,1012.7,-9.0,0.0,0.0,0.0,,,,,False,False,cold,humid
328,2009-03-14,2009-03-14 20:35:00,MBC Studio,108,Seoul ASOS,1.6,51.0,3.5,1009.9,-9.0,0.0,0.0,0.0,,,,,False,False,cold,moderate
329,2009-03-21,2009-03-21 20:35:00,MBC Studio,108,Seoul ASOS,16.3,50.0,1.4,991.9,-9.0,0.0,0.0,0.0,,,,,False,False,mild,moderate
330,2009-03-28,2009-03-28 20:35:00,MBC Studio,108,Seoul ASOS,4.6,40.0,2.5,1012.7,-9.0,0.0,0.0,0.0,,,,,False,False,cold,moderate
331,2009-04-04,2009-04-04 20:35:00,MBC Studio,108,Seoul ASOS,9.0,65.0,3.2,1008.3,-9.0,0.0,0.0,0.0,,,,,False,False,cold,humid
332,2009-04-11,2009-04-11 20:35:00,MBC Studio,108,Seoul ASOS,19.1,28.0,2.2,1006.4,-9.0,0.0,0.0,0.0,,,,,False,False,mild,dry
333,2009-04-18,2009-04-18 20:35:00,MBC Studio,108,Seoul ASOS,14.8,26.0,1.7,1006.3,-9.0,0.0,0.0,0.0,,,,,False,False,mild,dry
334,2009-04-25,2009-04-25 20:35:00,MBC Studio,108,Seoul ASOS,7.4,91.0,2.8,997.6,-9.0,0.0,0.0,0.0,,,,,False,False,cold,very_humid
335,2009-05-02,2009-05-02 20:35:00,MBC Studio,108,Seoul ASOS,14.6,84.0,2.2,1008.6,-9.0,0.0,0.0,0.0,,,,,False,False,mild,very_humid
336,2009-05-09,2009-05-09 20:35:00,MBC Studio,108,Seoul ASOS,21.7,35.0,2.7,1000.1,-9.0,0.0,0.0,0.0,,,,,False,False,warm,moderate
337,2009-05-16,2009-05-16 20:35:00,MBC Studio,108,Seoul ASOS,13.6,97.0,3.2,994.8,-9.0,0.0,0.0,0.0,,,,,False,False,mild,very_humid
338,2009-05-23,2009-05-23 20:35:00,MBC Studio,108,Seoul ASOS,16.4,78.0,3.0,999.5,-9.0,0.0,0.0,0.0,,,,,False,False,mild,humid
339,2009-05-30,2009-05-30 20:35:00,MBC Studio,108,Seoul ASOS,21.3,21.0,3.4,994.9,-9.0,0.0,0.0,0.0,,,,,False,False,warm,dry
340,2009-06-06,2009-06-06 20:35:00,MBC Studio,108,Seoul ASOS,21.4,37.0,2.9,996.8,-9.0,0.0,0.0,0.0,,,,,False,False,warm,moderate
341,2009-06-13,2009-06-13 20:35:00,MBC Studio,108,Seoul ASOS,20.4,67.0,2.5,994.9,-9.0,0.0,0.0,0.0,,,,,False,False,warm,humid
342,2009-06-20,2009-06-20 20:35:00,MBC Studio,108,Seoul ASOS,22.6,95.0,2.5,990.4,-9.0,0.0,0.0,0.0,,,,,False,False,warm,very_humid
343,2009-06-27,2009-06-27 20:35:00,MBC Studio,108,Seoul ASOS,25.9,73.0,2.4,995.7,-9.0,0.0,0.0,0.0,,,,,False,False,warm,humid
344,2009-07-04,2009-07-04 20:35:00,MBC Studio,108,Seoul ASOS,22.4,79.0,2.6,999.4,-9.0,0.0,0.0,0.0,,,,,False,False,warm,humid
345,2009-07-11,2009-07-11 20:35:00,MBC Studio,108,Seoul ASOS,24.9,68.0,1.4,999.0,-9.0,0.0,0.0,0.0,,,,,False,False,warm,humid
346,2009-07-18,2009-07-18 20:35:00,MBC Studio,108,Seoul ASOS,22.4,94.0,3.7,990.1,-9.0,0.0,0.0,0.0,,,,,False,False,warm,very_humid
347,2009-07-25,2009-07-25 20:35:00,MBC Studio,108,Seoul ASOS,23.2,73.0,1.1,997.3,-9.0,0.0,0.0,0.0,,,,,False,False,warm,humid
348,2009-08-01,2009-08-01 20:35:00,MBC Studio,108,Seoul ASOS,25.7,81.0,3.1,996.3,-9.0,0.0,0.0,0.0,,,,,False,False,warm,very_humid
349,2009-08-08,2009-08-08 20:35:00,MBC Studio,108,Seoul ASOS,26.8,74.0,1.3,998.1,-9.0,0.0,0.0,0.0,,,,,False,False,warm,humid
350,2009-08-15,2009-08-15 20:35:00,MBC Studio,108,Seoul ASOS,27.7,73.0,1.5,1001.2,-9.0,0.0,0.0,0.0,,,,,False,False,warm,humid
351,2009-08-22,2009-08-22 20:35:00,MBC Studio,108,Seoul ASOS,25.2,58.0,2.2,998.6,-9.0,0.0,0.0,0.0,,,,,False,False,warm,moderate
352,2009-08-29,2009-08-29 20:35:00,MBC Studio,108,Seoul ASOS,22.2,60.0,3.3,1004.0,-9.0,0.0,0.0,0.0,,,,,False,False,warm,humid
353,2009-09-05,2009-09-05 20:35:00,MBC Studio,108,Seoul ASOS,25.0,68.0,1.7,998.4,-9.0,0.0,0.0,0.0,,,,,False,False,warm,humid
354,2009-09-12,2009-09-12 20:35:00,MBC Studio,108,Seoul ASOS,19.4,71.0,1.7,999.7,-9.0,0.0,0.0,0.0,,,,,False,False,mild,humid
355,2009-09-19,2009-09-19 20:35:00,MBC Studio,108,Seoul ASOS,21.8,54.0,2.0,1004.4,-9.0,0.0,0.0,0.0,,,,,False,False,warm,moderate
356,2009-09-26,2009-09-26 20:35:00,MBC Studio,108,Seoul ASOS,22.6,62.0,2.1,1007.6,-9.0,0.0,0.0,0.0,,,,,False,False,warm,humid
357,2009-10-03,2009-10-03 20:35:00,MBC Studio,108,Seoul ASOS,18.3,67.0,2.8,1003.3,-9.0,0.0,0.0,0.0,,,,,False,False,mild,humid
358,2009-10-10,2009-10-10 20:35:00,MBC Studio,108,Seoul ASOS,16.5,59.0,0.9,1010.1,-9.0,0.0,0.0,0.0,,,,,False,False,mild,moderate
359,2009-10-17,2009-10-17 20:35:00,MBC Studio,108,Seoul ASOS,13.0,60.0,3.1,996.9,-9.0,0.0,0.0,0.0,,,,,False,False,mild,humid
360,2009-10-24,2009-10-24 20:35:00,MBC Studio,108,Seoul ASOS,16.8,63.0,2.4,1009.6,-9.0,0.0,0.0,0.0,,,,,False,False,mild,humid
361,2009-10-31,2009-10-31 20:35:00,MBC Studio,108,Seoul ASOS,15.3,86.0,4.5,1003.6,-9.0,0.0,0.0,0.0,,,,,False,False,mild,very_humid
362,2009-11-07,2009-11-07 20:35:00,MBC Studio,108,Seoul ASOS,18.9,78.0,1.4,1006.5,-9.0,0.0,0.0,0.0,,,,,False,False,mild,humid
363,2009-11-14,2009-11-14 20:35:00,MBC Studio,108,Seoul ASOS,2.0,54.0,3.7,1007.2,-9.0,0.0,0.0,0.0,,,,,False,False,cold,moderate
364,2009-11-21,2009-11-21 20:35:00,MBC Studio,108,Seoul ASOS,0.6,34.0,0.8,1018.3,-9.0,0.0,0.0,0.0,,,,,False,False,cold,moderate
365,2009-11-28,2009-11-28 20:35:00,MBC Studio,108,Seoul ASOS,6.0,73.0,0.0,1014.4,-9.0,0.0,0.0,0.0,,,,,False,False,cold,humid
366,2009-12-05,2009-12-05 20:35:00,MBC Studio,108,Seoul ASOS,-3.5,43.0,3.4,1010.8,-9.0,0.0,0.0,0.0,,,,,False,False,freezing,moderate
367,2009-12-12,2009-12-12 20:35:00,MBC Studio,108,Seoul ASOS,3.3,63.0,1.8,1011.4,-9.0,0.0,0.0,0.0,,,,,False,False,cold,humid
368,2009-12-19,2009-12-19 20:35:00,MBC Studio,108,Seoul ASOS,-7.0,55.0,2.8,1014.0,-9.0,0.0,0.0,0.0,,,,,False,False,freezing,moderate
369,2009-12-26,2009-12-26 20:35:00,MBC Studio,108,Seoul ASOS,-7.5,45.0,2.8,1014.3,-9.0,0.0,0.0,0.0,,,,,False,False,freezing,moderate
370,2010-01-02,2010-01-02 20:35:00,MBC Studio,108,Seoul ASOS,-4.7,68.0,2.8,1008.7,-9.0,0.0,0.0,0.0,,,,,False,False,freezing,humid
371,2010-01-09,2010-01-09 20:35:00,MBC Studio,108,Seoul ASOS,-3.2,86.0,1.3,1015.6,0.1,0.0,0.0,0.0,,,,,False,True,freezing,very_humid
372,2010-01-16,2010-01-16 20:35:00,MBC Studio,108,Seoul ASOS,-5.7,42.0,1.5,1023.1,-9.0,0.0,0.0,0.0,,,,,False,False,freezing,moderate
373,2010-01-23,2010-01-23 20:35:00,MBC Studio,108,Seoul ASOS,-4.0,55.0,2.1,1015.5,-9.0,0.0,0.0,0.0,,,,,False,False,freezing,moderate
374,2010-01-30,2010-01-30 20:35:00,MBC Studio,108,Seoul ASOS,2.1,78.0,1.1,1011.3,-9.0,0.0,0.0,0.0,,,,,False,False,cold,humid
375,2010-02-06,2010-02-06 20:35:00,MBC Studio,108,Seoul ASOS,-3.1,43.0,0.9,1020.2,-9.0,0.0,0.0,0.0,,,,,False,False,freezing,moderate
376,2010-02-13,2010-02-13 20:35:00,MBC Studio,108,Seoul ASOS,-3.2,69.0,1.4,1016.9,-9.0,0.0,0.0,0.0,,,,,False,False,freezing,humid
377,2010-02-20,2010-02-20 20:35:00,MBC Studio,108,Seoul ASOS,3.7,69.0,0.9,1010.8,-9.0,0.0,0.0,0.0,,,,,False,False,cold,humid
378,2010-02-27,2010-02-27 20:35:00,MBC Studio,108,Seoul ASOS,8.4,64.0,1.4,1005.6,-9.0,0.0,0.0,0.0,,,,,False,False,cold,humid
379,2010-03-06,2010-03-06 20:35:00,MBC Studio,108,Seoul ASOS,5.7,51.0,4.0,1012.9,-9.0,0.0,0.0,0.0,,,,,False,False,cold,moderate
380,2010-03-13,2010-03-13 20:35:00,MBC Studio,108,Seoul ASOS,3.4,34.0,1.9,1016.4,-9.0,0.0,0.0,0.0,,,,,False,False,cold,moderate
381,2010-03-20,2010-03-20 20:35:00,MBC Studio,108,Seoul ASOS,3.8,76.0,5.0,991.7,-9.0,0.0,0.0,0.0,,,,,False,False,cold,humid
382,2010-03-27,2010-03-27 20:35:00,MBC Studio,108,Seoul ASOS,5.1,79.0,3.4,1013.3,-9.0,0.0,0.0,0.0,,,,,False,False,cold,humid
383,2010-04-03,2010-04-03 20:35:00,MBC Studio,108,Seoul ASOS,4.9,19.0,3.7,1014.4,-9.0,0.0,0.0,0.0,,,,,False,False,cold,dry
384,2010-04-10,2010-04-10 20:35:00,MBC Studio,108,Seoul ASOS,9.6,75.0,2.4,1005.6,-9.0,0.0,0.0,0.0,,,,,False,False,cold,humid
385,2010-04-17,2010-04-17 20:35:00,MBC Studio,108,Seoul ASOS,7.7,71.0,3.4,1016.3,-9.0,0.0,0.0,0.0,,,,,False,False,cold,humid
386,2010-04-24,2010-04-24 20:35:00,MBC Studio,108,Seoul ASOS,11.9,30.0,2.6,1012.2,-9.0,0.0,0.0,0.0,,,,,False,False,mild,moderate
387,2010-05-01,2010-05-01 20:35:00,MBC Studio,108,Seoul ASOS,14.5,38.0,3.4,1005.5,-9.0,0.0,0.0,0.0,,,,,False,False,mild,moderate
388,2010-05-08,2010-05-08 20:35:00,MBC Studio,108,Seoul ASOS,17.3,56.0,3.0,999.6,-9.0,0.0,0.0,0.0,,,,,False,False,mild,moderate
389,2010-05-15,2010-05-15 20:35:00,MBC Studio,108,Seoul ASOS,16.4,49.0,3.2,1007.9,-9.0,0.0,0.0,0.0,,,,,False,False,mild,moderate
390,2010-05-22,2010-05-22 20:35:00,MBC Studio,108,Seoul ASOS,17.1,82.0,3.2,993.7,-9.0,0.0,0.0,0.0,,,,,False,False,mild,very_humid
391,2010-05-29,2010-05-29 20:35:00,MBC Studio,108,Seoul ASOS,18.8,65.0,0.3,1000.6,-9.0,0.0,0.0,0.0,,,,,False,False,mild,humid
392,2010-06-05,2010-06-05 20:35:00,MBC Studio,108,Seoul ASOS,23.7,48.0,1.9,1002.9,-9.0,0.0,0.0,0.0,,,,,False,False,warm,moderate
393,2010-06-12,2010-06-12 20:35:00,MBC Studio,108,Seoul ASOS,17.0,93.0,2.4,999.9,-9.0,0.0,0.0,0.0,,,,,False,False,mild,very_humid
394,2010-06-19,2010-06-19 20:35:00,MBC Studio,108,Seoul ASOS,22.4,76.0,1.9,994.6,-9.0,0.0,0.0,0.0,,,,,False,False,warm,humid
395,2010-06-26,2010-06-26 20:35:00,MBC Studio,108,Seoul ASOS,25.3,63.0,3.8,995.0,-9.0,0.0,0.0,0.0,,,,,False,False,warm,humid
396,2010-07-03,2010-07-03 20:35:00,MBC Studio,108,Seoul ASOS,24.9,88.0,0.9,989.4,-9.0,0.0,0.0,0.0,,,,,False,False,warm,very_humid
397,2010-07-10,2010-07-10 20:35:00,MBC Studio,108,Seoul ASOS,26.2,60.0,2.4,996.2,-9.0,0.0,0.0,0.0,,,,,False,False,warm,humid
398,2010-07-17,2010-07-17 20:35:00,MBC Studio,108,Seoul ASOS,23.2,91.0,4.6,1003.3,-9.0,0.0,0.0,0.0,,,,,False,False,warm,very_humid
399,2010-07-24,2010-07-24 20:35:00,MBC Studio,108,Seoul ASOS,26.1,77.0,2.8,1004.6,-9.0,0.0,0.0,0.0,,,,,False,False,warm,humid
400,2010-07-31,2010-07-31 20:35:00,MBC Studio,108,Seoul ASOS,27.3,79.0,3.4,995.8,-9.0,0.0,0.0,0.0,,,,,False,False,warm,humid
401,2010-08-07,2010-08-07 20:35:00,MBC Studio,108,Seoul ASOS,26.6,79.0,1.7,1003.4,-9.0,0.0,0.0,0.0,,,,,False,False,warm,humid
402,2010-08-14,2010-08-14 20:35:00,MBC Studio,108,Seoul ASOS,28.3,79.0,6.3,992.0,-9.0,0.0,0.0,0.0,,,,,False,False,warm,humid
403,2010-08-21,2010-08-21 20:35:00,MBC Studio,108,Seoul ASOS,28.2,72.0,0.7,1005.4,-9.0,0.0,0.0,0.0,,,,,False,False,warm,humid
404,2010-08-28,2010-08-28 20:35:00,MBC Studio,108,Seoul ASOS,24.8,93.0,1.1,1000.7,-9.0,0.0,0.0,0.0,,,,,False,False,warm,very_humid
405,2010-09-04,2010-09-04 20:35:00,MBC Studio,108,Seoul ASOS,26.3,81.0,1.2,1004.0,-9.0,0.0,0.0,0.0,,,,,False,False,warm,very_humid
406,2010-09-11,2010-09-11 20:35:00,MBC Studio,108,Seoul ASOS,23.4,92.0,1.7,999.3,-9.0,0.0,0.0,0.0,,,,,False,False,warm,very_humid
407,2010-09-18,2010-09-18 20:35:00,MBC Studio,108,Seoul ASOS,23.7,62.0,2.6,1001.9,-9.0,0.0,0.0,0.0,,,,,False,False,warm,humid
408,2010-09-25,2010-09-25 20:35:00,MBC Studio,108,Seoul ASOS,18.2,60.0,0.8,1008.2,-9.0,0.0,0.0,0.0,,,,,False,False,mild,humid
409,2010-10-02,2010-10-02 20:35:00,MBC Studio,108,Seoul ASOS,15.9,92.0,3.2,1003.3,-9.0,0.0,0.0,0.0,,,,,False,False,mild,very_humid
410,2010-10-09,2010-10-09 20:35:00,MBC Studio,108,Seoul ASOS,18.8,76.0,2.6,1001.3,-9.0,0.0,0.0,0.0,,,,,False,False,mild,humid
411,2010-10-16,2010-10-16 20:35:00,MBC Studio,108,Seoul ASOS,16.5,65.0,1.5,1009.8,-9.0,0.0,0.0,0.0,,,,,False,False,mild,humid
412,2010-10-23,2010-10-23 20:35:00,MBC Studio,108,Seoul ASOS,16.0,67.0,1.9,1008.1,-9.0,0.0,0.0,0.0,,,,,False,False,mild,humid
413,2010-10-30,2010-10-30 20:35:00,MBC Studio,108,Seoul ASOS,12.0,43.0,1.3,1015.6,-9.0,0.0,0.0,0.0,,,,,False,False,mild,moderate
414,2010-11-06,2010-11-06 20:35:00,MBC Studio,108,Seoul ASOS,12.9,84.0,1.7,1011.0,-9.0,0.0,0.0,0.0,,,,,False,False,mild,very_humid
415,2010-11-13,2010-11-13 20:35:00,MBC Studio,108,Seoul ASOS,13.0,64.0,3.9,1014.6,-9.0,0.0,0.0,0.0,,,,,False,False,mild,humid
416,2010-11-20,2010-11-20 20:35:00,MBC Studio,108,Seoul ASOS,8.7,65.0,2.5,1007.3,-9.0,0.0,0.0,0.0,,,,,False,False,cold,humid
417,2010-11-27,2010-11-27 20:35:00,MBC Studio,108,Seoul ASOS,-0.3,50.0,5.6,1010.3,-9.0,0.0,0.0,0.0,,,,,False,False,freezing,moderate
418,2010-12-04,2010-12-04 20:35:00,MBC Studio,108,Seoul ASOS,4.7,59.0,2.8,1008.6,-9.0,0.0,0.0,0.0,,,,,False,False,cold,moderate
419,2010-12-11,2010-12-11 20:35:00,MBC Studio,108,Seoul ASOS,-5.5,33.0,2.2,1014.4,-9.0,0.0,0.0,0.0,,,,,False,False,freezing,moderate
420,2010-12-18,2010-12-18 20:35:00,MBC Studio,108,Seoul ASOS,1.2,57.0,2.5,1010.6,-9.0,0.0,0.0,0.0,,,,,False,False,cold,moderate
421,2010-12-25,2010-12-25 20:35:00,MBC Studio,108,Seoul ASOS,-10.8,50.0,4.2,1008.4,-9.0,0.0,0.0,0.0,,,,,False,False,freezing,moderate
422,2011-01-01,2011-01-01 20:35:00,MBC Studio,108,Seoul ASOS,-5.9,68.0,0.9,1014.9,-9.0,0.0,0.0,0.0,,,,,False,False,freezing,humid
423,2011-01-08,2011-01-08 20:35:00,MBC Studio,108,Seoul ASOS,-0.5,75.0,2.3,1011.7,-9.0,0.0,0.0,0.0,,,,,False,False,freezing,humid
424,2011-01-15,2011-01-15 20:35:00,MBC Studio,108,Seoul ASOS,-15.1,41.0,4.2,1016.2,-9.0,0.0,0.0,0.0,,,,,False,False,freezing,moderate
425,2011-01-22,2011-01-22 20:35:00,MBC Studio,108,Seoul ASOS,-3.9,54.0,2.0,1017.3,-9.0,0.0,0.0,0.0,,,,,False,False,freezing,moderate
426,2011-01-29,2011-01-29 20:35:00,MBC Studio,108,Seoul ASOS,-9.6,46.0,5.1,1018.0,-9.0,0.0,0.0,0.0,,,,,False,False,freezing,moderate
427,2011-02-05,2011-02-05 20:35:00,MBC Studio,108,Seoul ASOS,0.4,76.0,0.9,1008.4,-9.0,0.0,0.0,0.0,,,,,False,False,cold,humid
428,2011-02-12,2011-02-12 20:35:00,MBC Studio,108,Seoul ASOS,-5.1,38.0,4.0,1014.8,-9.0,0.0,0.0,0.0,,,,,False,False,freezing,moderate
429,2011-02-19,2011-02-19 20:35:00,MBC Studio,108,Seoul ASOS,1.2,60.0,2.3,1013.9,-9.0,0.0,0.0,0.0,,,,,False,False,cold,humid
430,2011-02-26,2011-02-26 20:35:00,MBC Studio,108,Seoul ASOS,7.8,52.0,0.9,1015.4,-9.0,0.0,0.0,0.0,,,,,False,False,cold,moderate
431,2011-03-05,2011-03-05 20:35:00,MBC Studio,108,Seoul ASOS,2.0,72.0,2.4,1010.7,-9.0,0.0,0.0,0.0,,,,,False,False,cold,humid
432,2011-03-12,2011-03-12 20:35:00,MBC Studio,108,Seoul ASOS,9.2,52.0,3.4,1008.9,-9.0,0.0,0.0,0.0,,,,,False,False,cold,moderate
433,2011-03-19,2011-03-19 20:35:00,MBC Studio,108,Seoul ASOS,9.1,34.0,2.5,1007.3,-9.0,0.0,0.0,0.0,,,,,False,False,cold,moderate
434,2011-03-26,2011-03-26 20:35:00,MBC Studio,108,Seoul ASOS,3.6,50.0,2.7,1016.1,-9.0,0.0,0.0,0.0,,,,,False,False,cold,moderate
435,2011-04-02,2011-04-02 20:35:00,MBC Studio,108,Seoul ASOS,8.9,54.0,2.8,1009.2,-9.0,0.0,0.0,0.0,,,,,False,False,cold,moderate
436,2011-04-09,2011-04-09 20:35:00,MBC Studio,108,Seoul ASOS,10.5,44.0,3.4,1009.8,-9.0,0.0,0.0,0.0,,,,,False,False,mild,moderate
437,2011-04-16,2011-04-16 20:35:00,MBC Studio,108,Seoul ASOS,11.7,27.0,2.8,1004.0,-9.0,0.0,0.0,0.0,,,,,False,False,mild,dry
438,2011-04-23,2011-04-23 20:35:00,MBC Studio,108,Seoul ASOS,9.0,63.0,4.5,998.9,-9.0,0.0,0.0,0.0,,,,,False,False,cold,humid
439,2011-04-30,2011-04-30 20:35:00,MBC Studio,108,Seoul ASOS,13.3,94.0,3.3,993.2,-9.0,0.0,0.0,0.0,,,,,False,False,mild,very_humid
440,2011-05-07,2011-05-07 20:35:00,MBC Studio,108,Seoul ASOS,14.1,84.0,1.8,1000.1,-9.0,0.0,0.0,0.0,,,,,False,False,mild,very_humid
441,2011-05-14,2011-05-14 20:35:00,MBC Studio,108,Seoul ASOS,17.2,31.0,2.5,1001.8,-9.0,0.0,0.0,0.0,,,,,False,False,mild,moderate
442,2011-05-21,2011-05-21 20:35:00,MBC Studio,108,Seoul ASOS,12.6,86.0,0.9,1002.7,-9.0,0.0,0.0,0.0,,,,,False,False,mild,very_humid
443,2011-05-28,2011-05-28 20:35:00,MBC Studio,108,Seoul ASOS,23.1,45.0,1.8,1001.3,-9.0,0.0,0.0,0.0,,,,,False,False,warm,moderate
444,2011-06-04,2011-06-04 20:35:00,MBC Studio,108,Seoul ASOS,18.3,80.0,4.2,999.3,-9.0,0.0,0.0,0.0,,,,,False,False,mild,very_humid
445,2011-06-11,2011-06-11 20:35:00,MBC Studio,108,Seoul ASOS,22.8,44.0,1.8,995.4,-9.0,0.0,0.0,0.0,,,,,False,False,warm,moderate
446,2011-06-18,2011-06-18 20:35:00,MBC Studio,108,Seoul ASOS,23.5,47.0,3.2,996.8,-9.0,0.0,0.0,0.0,,,,,False,False,warm,moderate
447,2011-06-25,2011-06-25 20:35:00,MBC Studio,108,Seoul ASOS,18.3,91.0,4.2,999.9,-9.0,0.0,0.0,0.0,,,,,False,False,mild,very_humid
448,2011-07-02,2011-07-02 20:35:00,MBC Studio,108,Seoul ASOS,24.8,84.0,1.8,992.0,-9.0,0.0,0.0,0.0,,,,,False,False,warm,very_humid
449,2011-07-09,2011-07-09 20:35:00,MBC Studio,108,Seoul ASOS,24.8,82.0,2.1,999.5,-9.0,0.0,0.0,0.0,,,,,False,False,warm,very_humid
450,2011-07-16,2011-07-16 20:35:00,MBC Studio,108,Seoul ASOS,23.2,92.0,1.8,997.2,-9.0,0.0,0.0,0.0,,,,,False,False,warm,very_humid
451,2011-07-23,2011-07-23 20:35:00,MBC Studio,108,Seoul ASOS,25.1,79.0,2.3,997.5,-9.0,0.0,0.0,0.0,,,,,False,False,warm,humid
452,2011-07-30,2011-07-30 20:35:00,MBC Studio,108,Seoul ASOS,26.9,77.0,2.4,994.8,-9.0,0.0,0.0,0.0,,,,,False,False,warm,humid
453,2011-08-06,2011-08-06 20:35:00,MBC Studio,108,Seoul ASOS,28.1,71.0,2.6,998.4,-9.0,0.0,0.0,0.0,,,,,False,False,warm,humid
454,2011-08-13,2011-08-13 20:35:00,MBC Studio,108,Seoul ASOS,25.3,90.0,1.5,995.4,-9.0,0.0,0.0,0.0,,,,,False,False,warm,very_humid
455,2011-08-20,2011-08-20 20:35:00,MBC Studio,108,Seoul ASOS,21.8,85.0,2.2,1002.2,-9.0,0.0,0.0,0.0,,,,,False,False,warm,very_humid
456,2011-08-27,2011-08-27 20:35:00,MBC Studio,108,Seoul ASOS,27.9,66.0,1.4,1004.4,-9.0,0.0,0.0,0.0,,,,,False,False,warm,humid
457,2011-09-03,2011-09-03 20:35:00,MBC Studio,108,Seoul ASOS,24.4,40.0,4.4,999.4,-9.0,0.0,0.0,0.0,,,,,False,False,warm,moderate
458,2011-09-10,2011-09-10 20:35:00,MBC Studio,108,Seoul ASOS,21.7,64.0,4.1,1009.7,-9.0,0.0,0.0,0.0,,,,,False,False,warm,humid
459,2011-09-17,2011-09-17 20:35:00,MBC Studio,108,Seoul ASOS,24.7,65.0,3.7,998.6,-9.0,0.0,0.0,0.0,,,,,False,False,warm,humid
460,2011-09-24,2011-09-24 20:35:00,MBC Studio,108,Seoul ASOS,18.9,66.0,1.0,1009.9,-9.0,0.0,0.0,0.0,,,,,False,False,mild,humid
461,2011-10-01,2011-10-01 20:35:00,MBC Studio,108,Seoul ASOS,13.3,50.0,1.9,1013.2,-9.0,0.0,0.0,0.0,,,,,False,False,mild,moderate
462,2011-10-08,2011-10-08 20:35:00,MBC Studio,108,Seoul ASOS,16.1,60.0,2.2,1013.2,-9.0,0.0,0.0,0.0,,,,,False,False,mild,humid
463,2011-10-15,2011-10-15 20:35:00,MBC Studio,108,Seoul ASOS,11.8,85.0,1.4,996.2,-9.0,0.0,0.0,0.0,,,,,False,False,mild,very_humid
464,2011-10-22,2011-10-22 20:35:00,MBC Studio,108,Seoul ASOS,16.0,62.0,2.2,1006.0,-9.0,0.0,0.0,0.0,,,,,False,False,mild,humid
465,2011-10-29,2011-10-29 20:35:00,MBC Studio,108,Seoul ASOS,13.3,71.0,1.1,1010.5,-9.0,0.0,0.0,0.0,,,,,False,False,mild,humid
466,2011-11-05,2011-11-05 20:35:00,MBC Studio,108,Seoul ASOS,20.1,63.0,2.4,1008.3,-9.0,0.0,0.0,0.0,,,,,False,False,warm,humid
